"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @MartineBotany: New at #Botany2017 (today!): Lightning talks! 10 presenters, 3 minutes, 3 slides, starts 1:30 in Ballroom 8. Mine w/ @mo…",FALSE,0,NA,2017-06-28 00:29:42,FALSE,NA,"879859315548405760",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",2,TRUE,FALSE,NA,NA
"RT @vatanparastm: 3D &amp; machine learning in phylogeny #BOTANY2017 cool! https://t.co/1mh2eXfiOI",FALSE,0,NA,2017-06-28 00:29:29,FALSE,NA,"879859259625750529",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",2,TRUE,FALSE,NA,NA
"RT @MartineBotany: #Botany2017 diversity luncheon panel: on finding &amp; being a mentor. https://t.co/6PURBSmKvQ",FALSE,0,NA,2017-06-28 00:29:24,FALSE,NA,"879859238721404928",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",3,TRUE,FALSE,NA,NA
"RT @htsvoboda: Super excited about @PlantMorpho talk this afternoon!!! #Botany2017 https://t.co/gkHS3inaHE",FALSE,0,NA,2017-06-28 00:29:17,FALSE,NA,"879859209185009664",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",5,TRUE,FALSE,NA,NA
"RT @ry_folk: Doug Soltis explaining the Biotaphy project, linking trees with niche models on large scales #Botany2017 https://t.co/M5AaBaNV…",FALSE,0,NA,2017-06-28 00:28:18,FALSE,NA,"879858961360371714",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",4,TRUE,FALSE,NA,NA
"RT @austin_mast: Visit the @socherbcurators booth at #botany2017 to pick up a sticker w superpowers. Are flying off the table and likely to…",FALSE,0,NA,2017-06-28 00:28:08,FALSE,NA,"879858921422209024",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",2,TRUE,FALSE,NA,NA
"RT @angelajmcd: Phyluce more conservative than hybpiper, good for polyploid target capture in #Asteraceae #phylogenomics #botany2017 @Jenni…",FALSE,0,NA,2017-06-28 00:27:49,FALSE,NA,"879858841692667904",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",2,TRUE,FALSE,NA,NA
"RT @SandyKnapp: Oh I am sad to be missing #Botany2017 - next year for sure!!",FALSE,0,NA,2017-06-28 00:27:42,FALSE,NA,"879858812458483714",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",1,TRUE,FALSE,NA,NA
"RT @angelajmcd: .@cfbarrett999 cp genome degradation in orchids! 5 losses of photosynth in hexalectris #orchids #botany2017",FALSE,0,NA,2017-06-28 00:27:21,FALSE,NA,"879858723048402944",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",1,TRUE,FALSE,NA,NA
"RT @KyraKrakos: Fascinating work on the role of scent in Oenothera! But does linalool attract Botanists? <ed><U+00A0><U+00BE><ed><U+00B4><U+0093>@KrissaSkogen #Botany2017 https:/…",FALSE,0,NA,2017-06-28 00:27:18,FALSE,NA,"879858712516612096",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",4,TRUE,FALSE,NA,NA
"RT @gypsumbotany: Coolest piece of swag I've ever gotten at a conference #Botany2017 #gypsumendemic https://t.co/Oz4rEjmNVV",FALSE,0,NA,2017-06-28 00:26:47,FALSE,NA,"879858583487238144",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",9,TRUE,FALSE,NA,NA
"RT @KyraKrakos: ""In the interest of time, the answer is no."" Jill Miller on the effect of tertaploidy on size. #Botany2017 https://t.co/UjS…",FALSE,0,NA,2017-06-28 00:26:06,FALSE,NA,"879858409654280192",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",6,TRUE,FALSE,NA,NA
"RT @SEOYODER: Eagerly anticipating the session from @PlantMorpho at @Botanical_ #Botany2017 ! https://t.co/JBRo6BZepT",FALSE,0,NA,2017-06-28 00:25:57,FALSE,NA,"879858371439894528",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",8,TRUE,FALSE,NA,NA
"RT @KyraKrakos: ""I had never seen a kid so excited about gametophytes!"" Great talk by Joe Dertian #Botany2017 https://t.co/xoVOjJoYnL",FALSE,0,NA,2017-06-28 00:25:52,FALSE,NA,"879858349432385537",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",12,TRUE,FALSE,NA,NA
"RT @ajmiller4233: Standing room only for the Kaplan Lecture presented by Dan Chitwood! @PlantMorpho #Botany2017 https://t.co/eT4JtbzGfv",FALSE,0,NA,2017-06-28 00:25:45,FALSE,NA,"879858319774568448",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JChrisPires",15,TRUE,FALSE,NA,NA
